locusId	sysName	desc	comb
SM_b20377	SM_b20377	translation initiation inhibitor protein	SM_b20377 translation initiation inhibitor protein
SM_b20378	SM_b20378	aldehyde dehydrogenase	SM_b20378 aldehyde dehydrogenase
SM_b20379	SM_b20379	aminotransferase	SM_b20379 aminotransferase
SM_b20380	SM_b20380	ABC transporter ATP-binding protein	SM_b20380 ABC transporter ATP-binding protein
SM_b20381	SM_b20381	ABC transporter permease	SM_b20381 ABC transporter permease
SM_b20382	SM_b20382	ABC transporter permease	SM_b20382 ABC transporter permease
SM_b20383	SM_b20383	ABC transporter substrate-binding protein	SM_b20383 ABC transporter substrate-binding protein
SM_b20384	SM_b20384	dipeptidase	SM_b20384 dipeptidase
SM_b20385	SM_b20385	hypothetical protein	SM_b20385 hypothetical protein
SM_b20386	SM_b20386	hypothetical protein	SM_b20386 hypothetical protein
SM_b20387	SM_b20387	transcriptional regulator	SM_b20387 transcriptional regulator
SM_b20388	SM_b20388	NADPH:quinone oxidoreductase	SM_b20388 NADPH:quinone oxidoreductase
SM_b20389	SM_b20389	hypothetical protein	SM_b20389 hypothetical protein
SM_b20390	SM_b20390	hypothetical protein	SM_b20390 hypothetical protein
SM_b20391	SM_b20391	cellulose synthase catalytic subunit protein	SM_b20391 cellulose synthase catalytic subunit protein
SM_b20392	SM_b20392	transcriptional regulator NanR	SM_b20392 transcriptional regulator NanR
SM_b20393	SM_b20393	ribulose bisphosphate carboxylaseoxygenase, large subunit protein	SM_b20393 ribulose bisphosphate carboxylaseoxygenase, large subunit protein
SM_b20394	SM_b20394	hypothetical protein	SM_b20394 hypothetical protein
SM_b20395	SM_b20395	dehydrogenase	SM_b20395 dehydrogenase
SM_b20396	SM_b20396	dehydrogenase	SM_b20396 dehydrogenase
SM_b20397	SM_b20397	oxidoreductase	SM_b20397 oxidoreductase
SM_b20398	SM_b20398	hypothetical protein	SM_b20398 hypothetical protein
SM_b20399	SM_b20399	hypothetical protein	SM_b20399 hypothetical protein
SM_b20400	SM_b20400	hypothetical protein	SM_b20400 hypothetical protein
SM_b20401	SM_b20401	hypothetical protein	SM_b20401 hypothetical protein
SM_b20402	SM_b20402	alcohol dehydrogenase cytochrome c subunit precursor	SM_b20402 alcohol dehydrogenase cytochrome c subunit precursor
SM_b20403	SM_b20403	oxidoreductase subunit protein	SM_b20403 oxidoreductase subunit protein
SM_b20404	SM_b20404	aldehyde dehydrogenase	SM_b20404 aldehyde dehydrogenase
SM_b20405	SM_b20405	transcriptional regulator	SM_b20405 transcriptional regulator
SM_b20406	SM_b20406	5-oxoprolinase	SM_b20406 5-oxoprolinase
SM_b20407	SM_b20407	5-oxoprolinase	SM_b20407 5-oxoprolinase
SM_b20408	SM_b20408	hypothetical protein	SM_b20408 hypothetical protein
SM_b20409	SM_b20409	3-oxoacyl-ACP reductase	SM_b20409 3-oxoacyl-ACP reductase
SM_b20410	SM_b20410	glycine-betaine-binding protein	SM_b20410 glycine-betaine-binding protein
SM_b20411	SM_b20411	hypothetical protein	SM_b20411 hypothetical protein
SM_b20412	SM_b20412	hypothetical protein	SM_b20412 hypothetical protein
SM_b20413	SM_b20413	hypothetical protein	SM_b20413 hypothetical protein
SM_b20414	SM_b20414	hypothetical protein	SM_b20414 hypothetical protein
SM_b20415	SM_b20415	oxidoreductase	SM_b20415 oxidoreductase
SM_b20416	SM_b20416	glycerol-3-phosphate ABC transporter substrate-binding protein	SM_b20416 glycerol-3-phosphate ABC transporter substrate-binding protein
SM_b20417	SM_b20417	glycerol-3-phosphate ABC transporter permease	SM_b20417 glycerol-3-phosphate ABC transporter permease
SM_b20418	SM_b20418	glycerol-3-phosphate ABC transporter permease	SM_b20418 glycerol-3-phosphate ABC transporter permease
SM_b20419	SM_b20419	glycerol-3-phosphate ABC transporter ATP-binding protein	SM_b20419 glycerol-3-phosphate ABC transporter ATP-binding protein
SM_b20420	SM_b20420	glutathione S-transferase	SM_b20420 glutathione S-transferase
SM_b20422	SM_b20422	oxidoreductase	SM_b20422 oxidoreductase
SM_b20423	SM_b20423	hypothetical protein	SM_b20423 hypothetical protein
SM_b20424	SM_b20424	succinate-semialdehyde dehydrogenase	SM_b20424 succinate-semialdehyde dehydrogenase
SM_b20425	SM_b20425	transcriptional regulator	SM_b20425 transcriptional regulator
SM_b20426	SM_b20426	transcriptional regulator	SM_b20426 transcriptional regulator
SM_b20427	SM_b20427	amino acid ABC transporter ATP-binding protein	SM_b20427 amino acid ABC transporter ATP-binding protein
SM_b20428	SM_b20428	amino acid ABC transporter substrate-binding protein	SM_b20428 amino acid ABC transporter substrate-binding protein
SM_b20429	SM_b20429	amino acid ABC transporter permease	SM_b20429 amino acid ABC transporter permease
SM_b20430	SM_b20430	amino acid ABC transporter permease	SM_b20430 amino acid ABC transporter permease
SM_b20431	SM_b20431	arylmalonate decarboxylase	SM_b20431 arylmalonate decarboxylase
SM_b20432	SM_b20432	threonine dehydratase	SM_b20432 threonine dehydratase
SM_b20433	SM_b20433	ectoine utilization protein EutC	SM_b20433 ectoine utilization protein EutC
SM_b20434	SM_b20434	hydrolasepeptidase	SM_b20434 hydrolasepeptidase
SM_b20435	SM_b20435	hypothetical protein	SM_b20435 hypothetical protein
SM_b20436	SM_b20436	nitrate transporter protein	SM_b20436 nitrate transporter protein
SM_b20441	SM_b20441	transcriptional regulator	SM_b20441 transcriptional regulator
SM_b20442	SM_b20442	substrate-binding protein	SM_b20442 substrate-binding protein
SM_b20443	SM_b20443	permease	SM_b20443 permease
SM_b20444	SM_b20444	hypothetical protein	SM_b20444 hypothetical protein
SM_b20445	SM_b20445	alcohol dehydrogenase	SM_b20445 alcohol dehydrogenase
SM_b20446	SM_b20446	mannonate dehydratase	SM_b20446 mannonate dehydratase
SM_b20447	SM_b20447	hypothetical protein	SM_b20447 hypothetical protein
SM_b20448	SM_b20448	hypothetical protein	SM_b20448 hypothetical protein
SM_b20449	SM_b20449	methyltransferase	SM_b20449 methyltransferase
SM_b20450	SM_b20450	regulatory protein	SM_b20450 regulatory protein
SM_b20451	SM_b20451	hypothetical protein	SM_b20451 hypothetical protein
SM_b20452	SM_b20452	hypothetical protein	SM_b20452 hypothetical protein
SM_b20453	SM_b20453	gluconolactonase	SM_b20453 gluconolactonase
SM_b20454	SM_b20454	hypothetical protein	SM_b20454 hypothetical protein
SM_b20455	SM_b20455	transcriptional regulator	SM_b20455 transcriptional regulator
SM_b20456	SM_b20456	dehydrogenasereductase	SM_b20456 dehydrogenasereductase
SM_b20457	SM_b20457	transcriptional regulator transcription regulator protein	SM_b20457 transcriptional regulator transcription regulator protein
SM_b20458	SM_b20458	dTDP-glucose 4,6-dehydratase	SM_b20458 dTDP-glucose 4,6-dehydratase
SM_b20459	SM_b20459	UDP-glucose 4-epimerase	SM_b20459 UDP-glucose 4-epimerase
SM_b20460	SM_b20460	cellulose synthase	SM_b20460 cellulose synthase
SM_b20461	SM_b20461	hypothetical protein	SM_b20461 hypothetical protein
SM_b20462	SM_b20462	cellulase H protein	SM_b20462 cellulase H protein
SM_b20463	SM_b20463	hypothetical protein	SM_b20463 hypothetical protein
SM_b20464	SM_b20464	hypothetical protein	SM_b20464 hypothetical protein
SM_b20465	SM_b20465	hypothetical protein	SM_b20465 hypothetical protein
SM_b20466	SM_b20466	glucanase	SM_b20466 glucanase
SM_b20467	SM_b20467	sensor kinase	SM_b20467 sensor kinase
SM_b20468	SM_b20468	sensory transduction DNA-binding response regulator protein	SM_b20468 sensory transduction DNA-binding response regulator protein
SM_b20469	SM_b20469	hypothetical protein	SM_b20469 hypothetical protein
SM_b20470	SM_b20470	hypothetical protein	SM_b20470 hypothetical protein
SM_b20471	SM_b20471	hypothetical protein	SM_b20471 hypothetical protein
SM_b20472	SM_b20472	nodulation protein	SM_b20472 nodulation protein
SM_b20473	SM_b20473	hypothetical protein	SM_b20473 hypothetical protein
SM_b20474	SM_b20474	hypothetical protein	SM_b20474 hypothetical protein
SM_b20475	SM_b20475	hypothetical protein	SM_b20475 hypothetical protein
SM_b20476	SM_b20476	peptide ABC transporter substrate-binding protein	SM_b20476 peptide ABC transporter substrate-binding protein
SM_b20477	SM_b20477	peptide ABC transporter permease	SM_b20477 peptide ABC transporter permease
SM_b20478	SM_b20478	dipeptide ABC transporter permease and ATP-binding protein	SM_b20478 dipeptide ABC transporter permease and ATP-binding protein
SM_b20479	SM_b20479	dipeptide ABC transporter ATP-binding protein	SM_b20479 dipeptide ABC transporter ATP-binding protein
SM_b20480	SM_b20480	transcriptional regulator	SM_b20480 transcriptional regulator
SM_b20481	SM_b20481	asparagine synthetase (glutamine amidotransferase) protein	SM_b20481 asparagine synthetase (glutamine amidotransferase) protein
SM_b20482	SM_b20482	hypothetical protein	SM_b20482 hypothetical protein
SM_b20483	SM_b20483	catabolite repressor protein	SM_b20483 catabolite repressor protein
SM_b20484	SM_b20484	sugar ABC transporter substrate-binding protein	SM_b20484 sugar ABC transporter substrate-binding protein
SM_b20485	SM_b20485	sugar ABC transporter ATP-binding protein	SM_b20485 sugar ABC transporter ATP-binding protein
SM_b20486	SM_b20486	sugar ABC transporter permease	SM_b20486 sugar ABC transporter permease
SM_b20487	SM_b20487	sugar ABC transporter permease	SM_b20487 sugar ABC transporter permease
SM_b20488	SM_b20488	hypothetical protein	SM_b20488 hypothetical protein
SM_b20489	SM_b20489	carbohydrate kinase	SM_b20489 carbohydrate kinase
SM_b20490	SM_b20490	L-fuculose phosphate aldolase	SM_b20490 L-fuculose phosphate aldolase
SM_b20491	SM_b20491	hypothetical protein	SM_b20491 hypothetical protein
SM_b20492	SM_b20492	short-chain oxidoreductase	SM_b20492 short-chain oxidoreductase
SM_b20493	SM_b20493	short-chain dehydrogenase	SM_b20493 short-chain dehydrogenase
SM_b20494	SM_b20494	transcriptional regulator	SM_b20494 transcriptional regulator
SM_b20495	SM_b20495	hypothetical protein	SM_b20495 hypothetical protein
SM_b20496	SM_b20496	GMC oxidoreductase	SM_b20496 GMC oxidoreductase
SM_b20497	SM_b20497	L-xylulose kinase	SM_b20497 L-xylulose kinase
SM_b20498	SM_b20498	hypothetical protein	SM_b20498 hypothetical protein
SM_b20499	SM_b20499	glycerol-3-phosphate dehydrogenase	SM_b20499 glycerol-3-phosphate dehydrogenase
SM_b20500	SM_b20500	aldoketo reductase	SM_b20500 aldoketo reductase
SM_b20501	SM_b20501	transcriptional regulator	SM_b20501 transcriptional regulator
SM_b20502	SM_b20502	sugar ABC transporter permease	SM_b20502 sugar ABC transporter permease
SM_b20503	SM_b20503	sugar ABC transporter ATP-binding protein	SM_b20503 sugar ABC transporter ATP-binding protein
SM_b20504	SM_b20504	sugar ABC transporter substrate-binding protein	SM_b20504 sugar ABC transporter substrate-binding protein
SM_b20505	SM_b20505	trifolitoxin immunity protein	SM_b20505 trifolitoxin immunity protein
SM_b20506	SM_b20506	L-arabinose transporter permease	SM_b20506 L-arabinose transporter permease
SM_b20507	SM_b20507	L-arabinose transporter ATP-binding protein	SM_b20507 L-arabinose transporter ATP-binding protein
SM_b20508	SM_b20508	sugar ABC transporter substrate-binding protein	SM_b20508 sugar ABC transporter substrate-binding protein
SM_b20509	SM_b20509	transcriptional regulator	SM_b20509 transcriptional regulator
SM_b20510	SM_b20510	galactonate dehydratase	SM_b20510 galactonate dehydratase
SM_b20511	SM_b20511	short-chain dehydrogenase	SM_b20511 short-chain dehydrogenase
SM_b20513	SM_b20513	hypothetical protein	SM_b20513 hypothetical protein
SM_b20514	SM_b20514	protein-glutamate methyltransferase	SM_b20514 protein-glutamate methyltransferase
SM_b20515	SM_b20515	chemotaxis methyltransferase	SM_b20515 chemotaxis methyltransferase
SM_b20516	SM_b20516	response regulator protein	SM_b20516 response regulator protein
SM_b20518	SM_b20518	hypothetical protein	SM_b20518 hypothetical protein
SM_b20519	SM_b20519	hypothetical protein	SM_b20519 hypothetical protein
SM_b20520	SM_b20520	hypothetical protein	SM_b20520 hypothetical protein
SM_b20521	SM_b20521	hypothetical protein	SM_b20521 hypothetical protein
SM_b20522	SM_b20522	hypothetical protein	SM_b20522 hypothetical protein
SM_b20523	SM_b20523	hypothetical protein	SM_b20523 hypothetical protein
SM_b20525	SM_b20525	transcriptional regulator	SM_b20525 transcriptional regulator
SM_b20527	SM_b20527	hypothetical protein	SM_b20527 hypothetical protein
SM_b20528	SM_b20528	hypothetical protein	SM_b20528 hypothetical protein
SM_b20529	SM_b20529	hypothetical protein	SM_b20529 hypothetical protein
SM_b20530	SM_b20530	hypothetical protein	SM_b20530 hypothetical protein
SM_b20531	SM_b20531	RNA polymerase sigma factor	SM_b20531 RNA polymerase sigma factor
SM_b20532	SM_b20532	hypothetical protein	SM_b20532 hypothetical protein
SM_b20533	SM_b20533	hypothetical protein	SM_b20533 hypothetical protein
SM_b20534	SM_b20534	hypothetical protein	SM_b20534 hypothetical protein
SM_b20535	SM_b20535	dehydrogenase	SM_b20535 dehydrogenase
SM_b20536	SM_b20536	hypothetical protein	SM_b20536 hypothetical protein
SM_b20537	SM_b20537	transcriptional regulator	SM_b20537 transcriptional regulator
SM_b20538	SM_b20538	solute-binding protein	SM_b20538 solute-binding protein
SM_b20539	SM_b20539	adenylate cyclase	SM_b20539 adenylate cyclase
SM_b20540	SM_b20540	hypothetical protein	SM_b20540 hypothetical protein
SM_b20542	SM_b20542	protein in ISRm14	SM_b20542 protein in ISRm14
SM_b20546	SM_b20546	hypothetical protein	SM_b20546 hypothetical protein
SM_b20547	SM_b20547	hypothetical protein	SM_b20547 hypothetical protein
SM_b20548	SM_b20548	hypothetical protein	SM_b20548 hypothetical protein
SM_b20549	SM_b20549	hypothetical protein	SM_b20549 hypothetical protein
SM_b20550	SM_b20550	hypothetical protein	SM_b20550 hypothetical protein
SM_b20551	SM_b20551	hypothetical protein	SM_b20551 hypothetical protein
SM_b20552	SM_b20552	hypothetical protein	SM_b20552 hypothetical protein
SM_b20553	SM_b20553	hypothetical protein	SM_b20553 hypothetical protein
SM_b20554	SM_b20554	hypothetical protein	SM_b20554 hypothetical protein
SM_b20555	SM_b20555	hypothetical protein	SM_b20555 hypothetical protein
SM_b20556	SM_b20556	hypothetical protein	SM_b20556 hypothetical protein
SM_b20557	SM_b20557	hypothetical protein	SM_b20557 hypothetical protein
SM_b20558	SM_b20558	hypothetical protein	SM_b20558 hypothetical protein
SM_b20559	SM_b20559	hypothetical protein	SM_b20559 hypothetical protein
SM_b20561	SM_b20561	hypothetical protein	SM_b20561 hypothetical protein
SM_b20562	SM_b20562	hypothetical protein	SM_b20562 hypothetical protein
SM_b20563	SM_b20563	hypothetical protein	SM_b20563 hypothetical protein
SM_b20568	SM_b20568	amino acid ABC transporter substrate-binding protein	SM_b20568 amino acid ABC transporter substrate-binding protein
SM_b20569	SM_b20569	ABC transporter ATP-binding protein	SM_b20569 ABC transporter ATP-binding protein
SM_b20570	SM_b20570	aliphatic sulfonate ABC transporter substrate-binding protein	SM_b20570 aliphatic sulfonate ABC transporter substrate-binding protein
SM_b20571	SM_b20571	aliphatic sulfonate ABC transporter permease	SM_b20571 aliphatic sulfonate ABC transporter permease
SM_b20573	SM_b20573	NADH-dependent FMN reductase	SM_b20573 NADH-dependent FMN reductase
SM_b20574	SM_b20574	maltooligosyl trehalose synthase	SM_b20574 maltooligosyl trehalose synthase
SM_b20576	SM_b20576	protocatechuate 3,4-dioxygenase subunit alpha	SM_b20576 protocatechuate 3,4-dioxygenase subunit alpha
SM_b20577	SM_b20577	protocatechuate 3,4-dioxygenase subunit beta	SM_b20577 protocatechuate 3,4-dioxygenase subunit beta
SM_b20578	SM_b20578	gamma carboxymuconolactone decarboxylase	SM_b20578 gamma carboxymuconolactone decarboxylase
SM_b20579	SM_b20579	beta-ketoadipate enol-lactone hydrolase	SM_b20579 beta-ketoadipate enol-lactone hydrolase
SM_b20580	SM_b20580	LysR family transcriptional regulator	SM_b20580 LysR family transcriptional regulator
SM_b20581	SM_b20581	4-hydroxyphenylpyruvate dioxygenase	SM_b20581 4-hydroxyphenylpyruvate dioxygenase
SM_b20582	SM_b20582	LysR family transcriptional regulator	SM_b20582 LysR family transcriptional regulator
SM_b20583	SM_b20583	4-hydroxybenzoate 3-monooxygenase	SM_b20583 4-hydroxybenzoate 3-monooxygenase
SM_b20584	SM_b20584	hypothetical protein	SM_b20584 hypothetical protein
SM_b20585	SM_b20585	gamma-glutamyltranspeptidase	SM_b20585 gamma-glutamyltranspeptidase
SM_b20586	SM_b20586	IclR family transcriptional regulator	SM_b20586 IclR family transcriptional regulator
SM_b20587	SM_b20587	CoA-transferase subunit A protein	SM_b20587 CoA-transferase subunit A protein
SM_b20588	SM_b20588	CoA-transferase subunit B protein	SM_b20588 CoA-transferase subunit B protein
SM_b20589	SM_b20589	beta-ketoadipyl CoA thiolase	SM_b20589 beta-ketoadipyl CoA thiolase
SM_b20591	SM_b20591	hypothetical protein	SM_b20591 hypothetical protein
SM_b20592	SM_b20592	RNA polymerase sigma factor	SM_b20592 RNA polymerase sigma factor
SM_b20593	SM_b20593	hypothetical protein	SM_b20593 hypothetical protein
SM_b20594	SM_b20594	amicyanin precursor protein	SM_b20594 amicyanin precursor protein
SM_b20595	SM_b20595	cell division protein FtsK	SM_b20595 cell division protein FtsK
SM_b20597	SM_b20597	hypothetical protein	SM_b20597 hypothetical protein
SM_b20600	SM_b20600	hypothetical protein	SM_b20600 hypothetical protein
SM_b20602	SM_b20602	branched-chain amino acid ABC transporter ATP-binding protein	SM_b20602 branched-chain amino acid ABC transporter ATP-binding protein
SM_b20603	SM_b20603	branched-chain amino acid ABC transporter permease	SM_b20603 branched-chain amino acid ABC transporter permease
SM_b20604	SM_b20604	branched-chain amino acid ABC transporter permease	SM_b20604 branched-chain amino acid ABC transporter permease
SM_b20605	SM_b20605	branched-chain amino acid ABC transporter substrate-binding protein	SM_b20605 branched-chain amino acid ABC transporter substrate-binding protein
SM_b20606	SM_b20606	hypothetical protein	SM_b20606 hypothetical protein
SM_b20607	SM_b20607	hypothetical protein	SM_b20607 hypothetical protein
SM_b20608	SM_b20608	ArsR family transcriptional regulator	SM_b20608 ArsR family transcriptional regulator
SM_b20609	SM_b20609	two-component sensor histidine kinase	SM_b20609 two-component sensor histidine kinase
