Name,Sequence Name,Type,Minimum,Maximum,Direction,gene,locus_tag,old_locus_tag,protein_id,Length,product
CDS,NC_008378.1,CDS,104536,105081,forward,,RL_RS33485,,,546,MFS transporter
RL_RS33485,NC_008378.1,pseudogene,104536,105081,forward,,RL_RS33485,,,546,
WP_086935643.1,NC_008378.1,CDS,105139,105978,reverse,,RL_RS38760,pRL120110,WP_086935643.1,840,SDR family NAD(P)-dependent oxidoreductase
RL_RS38760,NC_008378.1,gene,105139,105978,reverse,,RL_RS38760,pRL120110,WP_086935643.1,840,
WP_003550942.1,NC_008378.1,CDS,106131,107438,forward,,RL_RS33490,pRL120111,WP_003550942.1,1308,extracellular solute-binding protein
RL_RS33490,NC_008378.1,gene,106131,107438,forward,,RL_RS33490,pRL120111,WP_003550942.1,1308,
WP_011648904.1,NC_008378.1,CDS,107438,108397,forward,,RL_RS33495,pRL120112,WP_011648904.1,960,sugar ABC transporter permease
RL_RS33495,NC_008378.1,gene,107438,108397,forward,,RL_RS33495,pRL120112,WP_011648904.1,960,
WP_011648905.1,NC_008378.1,CDS,108394,109215,forward,,RL_RS33500,pRL120113,WP_011648905.1,822,carbohydrate ABC transporter permease
RL_RS33500,NC_008378.1,gene,108394,109215,forward,,RL_RS33500,pRL120113,WP_011648905.1,822,
WP_011648906.1,NC_008378.1,CDS,109220,111271,forward,,RL_RS33505,pRL120114,WP_011648906.1,2052,alpha-L-fucosidase
RL_RS33505,NC_008378.1,gene,109220,111271,forward,,RL_RS33505,pRL120114,WP_011648906.1,2052,
WP_011648907.1,NC_008378.1,CDS,111412,112446,forward,,RL_RS33510,pRL120115,WP_011648907.1,1035,LacI family transcriptional regulator
RL_RS33510,NC_008378.1,gene,111412,112446,forward,,RL_RS33510,pRL120115,WP_011648907.1,1035,
WP_011648908.1,NC_008378.1,CDS,112484,113587,forward,ugpC,RL_RS33515,pRL120116,WP_011648908.1,1104,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
ugpC,NC_008378.1,gene,112484,113587,forward,ugpC,RL_RS33515,pRL120116,WP_011648908.1,1104,
WP_011648909.1,NC_008378.1,CDS,113584,115827,forward,,RL_RS33520,pRL120117,WP_011648909.1,2244,glycoside hydrolase family 95 protein
RL_RS33520,NC_008378.1,gene,113584,115827,forward,,RL_RS33520,pRL120117,WP_011648909.1,2244,
WP_011648910.1,NC_008378.1,CDS,116168,117097,forward,,RL_RS33525,pRL120118,WP_011648910.1,930,aldo/keto reductase
RL_RS33525,NC_008378.1,gene,116168,117097,forward,,RL_RS33525,pRL120118,WP_011648910.1,930,
WP_011648911.1,NC_008378.1,CDS,117411,118196,reverse,,RL_RS33530,pRL120119,WP_011648911.1,786,SDR family oxidoreductase
RL_RS33530,NC_008378.1,gene,117411,118196,reverse,,RL_RS33530,pRL120119,WP_011648911.1,786,
WP_011648912.1,NC_008378.1,CDS,118244,119017,reverse,,RL_RS33535,pRL120120,WP_011648912.1,774,SDR family oxidoreductase
RL_RS33535,NC_008378.1,gene,118244,119017,reverse,,RL_RS33535,pRL120120,WP_011648912.1,774,
WP_011648913.1,NC_008378.1,CDS,119028,120362,reverse,,RL_RS33540,pRL120121,WP_011648913.1,1335,dihydroorotase family protein
RL_RS33540,NC_008378.1,gene,119028,120362,reverse,,RL_RS33540,pRL120121,WP_011648913.1,1335,
WP_011648914.1,NC_008378.1,CDS,120380,122071,reverse,,RL_RS33545,pRL120122,WP_011648914.1,1692,thiamine pyrophosphate-requiring protein
RL_RS33545,NC_008378.1,gene,120380,122071,reverse,,RL_RS33545,pRL120122,WP_011648914.1,1692,
WP_028742532.1,NC_008378.1,CDS,122064,122972,reverse,,RL_RS33550,pRL120123,WP_028742532.1,909,allantoinase PuuE
RL_RS33550,NC_008378.1,gene,122064,122972,reverse,,RL_RS33550,pRL120123,WP_028742532.1,909,
WP_041936979.1,NC_008378.1,CDS,122972,124009,reverse,,RL_RS33555,pRL120124,WP_041936979.1,1038,NAD(P)-dependent oxidoreductase
RL_RS33555,NC_008378.1,gene,122972,124009,reverse,,RL_RS33555,pRL120124,WP_041936979.1,1038,
WP_225510578.1,NC_008378.1,CDS,124043,124792,reverse,,RL_RS33560,pRL120125,WP_225510578.1,750,SDR family oxidoreductase
RL_RS33560,NC_008378.1,gene,124043,124792,reverse,,RL_RS33560,pRL120125,WP_225510578.1,750,
WP_011648918.1,NC_008378.1,CDS,124801,126234,reverse,hydA,RL_RS33565,pRL120126,WP_011648918.1,1434,dihydropyrimidinase
hydA,NC_008378.1,gene,124801,126234,reverse,hydA,RL_RS33565,pRL120126,WP_011648918.1,1434,
WP_225510576.1,NC_008378.1,CDS,126231,127490,reverse,,RL_RS33570,pRL120127,WP_225510576.1,1260,MFS transporter
RL_RS33570,NC_008378.1,gene,126231,127490,reverse,,RL_RS33570,pRL120127,WP_225510576.1,1260,
WP_011648920.1,NC_008378.1,CDS,127493,129547,reverse,,RL_RS33575,pRL120128,WP_011648920.1,2055,ABC transporter ATP-binding protein
RL_RS33575,NC_008378.1,gene,127493,129547,reverse,,RL_RS33575,pRL120128,WP_011648920.1,2055,
WP_011648921.1,NC_008378.1,CDS,129580,130455,reverse,,RL_RS33580,pRL120129,WP_011648921.1,876,ABC transporter permease
RL_RS33580,NC_008378.1,gene,129580,130455,reverse,,RL_RS33580,pRL120129,WP_011648921.1,876,
WP_011648922.1,NC_008378.1,CDS,130459,131472,reverse,,RL_RS33585,pRL120130,WP_011648922.1,1014,ABC transporter permease
RL_RS33585,NC_008378.1,gene,130459,131472,reverse,,RL_RS33585,pRL120130,WP_011648922.1,1014,
WP_028742529.1,NC_008378.1,CDS,131542,133212,reverse,,RL_RS33590,pRL120131,WP_028742529.1,1671,ABC transporter substrate-binding protein
RL_RS33590,NC_008378.1,gene,131542,133212,reverse,,RL_RS33590,pRL120131,WP_028742529.1,1671,
WP_041936980.1,NC_008378.1,CDS,133407,134417,reverse,,RL_RS33595,pRL120132,WP_041936980.1,1011,GlxA family transcriptional regulator
RL_RS33595,NC_008378.1,gene,133407,134417,reverse,,RL_RS33595,pRL120132,WP_041936980.1,1011,
WP_011648925.1,NC_008378.1,CDS,134847,135260,reverse,,RL_RS33600,pRL120133,WP_011648925.1,414,type II toxin-antitoxin system VapC family toxin
RL_RS33600,NC_008378.1,gene,134847,135260,reverse,,RL_RS33600,pRL120133,WP_011648925.1,414,
WP_028742527.1,NC_008378.1,CDS,135257,135511,reverse,,RL_RS33605,pRL120134,WP_028742527.1,255,plasmid stabilization protein
RL_RS33605,NC_008378.1,gene,135257,135511,reverse,,RL_RS33605,pRL120134,WP_028742527.1,255,
WP_041936981.1,NC_008378.1,CDS,135737,136705,reverse,,RL_RS33610,pRL120135,WP_041936981.1,969,cyclase family protein
RL_RS33610,NC_008378.1,gene,135737,136705,reverse,,RL_RS33610,pRL120135,WP_041936981.1,969,
WP_011648928.1,NC_008378.1,CDS,136751,138124,reverse,,RL_RS33615,pRL120136,WP_011648928.1,1374,amidase
RL_RS33615,NC_008378.1,gene,136751,138124,reverse,,RL_RS33615,pRL120136,WP_011648928.1,1374,
WP_011648929.1,NC_008378.1,CDS,138144,139352,reverse,,RL_RS33620,pRL120137,WP_011648929.1,1209,extracellular solute-binding protein
RL_RS33620,NC_008378.1,gene,138144,139352,reverse,,RL_RS33620,pRL120137,WP_011648929.1,1209,
WP_011648930.1,NC_008378.1,CDS,139349,140389,reverse,,RL_RS33625,pRL120138,WP_011648930.1,1041,GTP-binding protein
RL_RS33625,NC_008378.1,gene,139349,140389,reverse,,RL_RS33625,pRL120138,WP_011648930.1,1041,
WP_011648931.1,NC_008378.1,CDS,140382,140714,reverse,,RL_RS33630,pRL120139,WP_011648931.1,333,hypothetical protein
RL_RS33630,NC_008378.1,gene,140382,140714,reverse,,RL_RS33630,pRL120139,WP_011648931.1,333,
WP_011648932.1,NC_008378.1,CDS,140727,141608,reverse,,RL_RS33635,pRL120140,WP_011648932.1,882,polysaccharide deacetylase
RL_RS33635,NC_008378.1,gene,140727,141608,reverse,,RL_RS33635,pRL120140,WP_011648932.1,882,
WP_026158321.1,NC_008378.1,CDS,141662,142771,reverse,,RL_RS33640,pRL120141,WP_026158321.1,1110,ABC transporter ATP-binding protein
RL_RS33640,NC_008378.1,gene,141662,142771,reverse,,RL_RS33640,pRL120141,WP_026158321.1,1110,
WP_011648934.1,NC_008378.1,CDS,142879,144114,reverse,,RL_RS33645,pRL120142,WP_011648934.1,1236,extracellular solute-binding protein
RL_RS33645,NC_008378.1,gene,142879,144114,reverse,,RL_RS33645,pRL120142,WP_011648934.1,1236,
WP_011648935.1,NC_008378.1,CDS,144218,144991,reverse,,RL_RS33650,pRL120143,WP_011648935.1,774,SDR family oxidoreductase
RL_RS33650,NC_008378.1,gene,144218,144991,reverse,,RL_RS33650,pRL120143,WP_011648935.1,774,
WP_028742524.1,NC_008378.1,CDS,145005,145742,reverse,,RL_RS33655,pRL120144,WP_028742524.1,738,SDR family oxidoreductase
RL_RS33655,NC_008378.1,gene,145005,145742,reverse,,RL_RS33655,pRL120144,WP_028742524.1,738,
WP_011648937.1,NC_008378.1,CDS,145742,146587,reverse,,RL_RS33660,pRL120145,WP_011648937.1,846,ABC transporter permease
RL_RS33660,NC_008378.1,gene,145742,146587,reverse,,RL_RS33660,pRL120145,WP_011648937.1,846,
WP_011648938.1,NC_008378.1,CDS,146589,147488,reverse,,RL_RS33665,pRL120146,WP_011648938.1,900,ABC transporter permease
RL_RS33665,NC_008378.1,gene,146589,147488,reverse,,RL_RS33665,pRL120146,WP_011648938.1,900,
WP_011648939.1,NC_008378.1,CDS,147527,148615,reverse,,RL_RS33670,pRL120147,WP_011648939.1,1089,ABC transporter ATP-binding protein
RL_RS33670,NC_008378.1,gene,147527,148615,reverse,,RL_RS33670,pRL120147,WP_011648939.1,1089,
WP_129557823.1,NC_008378.1,CDS,148848,149093,forward,,RL_RS33675,pRL120148,WP_129557823.1,246,hypothetical protein
RL_RS33675,NC_008378.1,gene,148848,149093,forward,,RL_RS33675,pRL120148,WP_129557823.1,246,
WP_003550283.1,NC_008378.1,CDS,149163,150182,forward,,RL_RS33680,pRL120149,WP_003550283.1,1020,GntR family transcriptional regulator
RL_RS33680,NC_008378.1,gene,149163,150182,forward,,RL_RS33680,pRL120149,WP_003550283.1,1020,
WP_011648941.1,NC_008378.1,CDS,150205,151176,reverse,,RL_RS33685,pRL120150,WP_011648941.1,972,biotin-dependent carboxyltransferase family protein
RL_RS33685,NC_008378.1,gene,150205,151176,reverse,,RL_RS33685,pRL120150,WP_011648941.1,972,
WP_011648942.1,NC_008378.1,CDS,151166,152041,reverse,,RL_RS33690,pRL120151,WP_011648942.1,876,allophanate hydrolase subunit 1
RL_RS33690,NC_008378.1,gene,151166,152041,reverse,,RL_RS33690,pRL120151,WP_011648942.1,876,
WP_011648943.1,NC_008378.1,CDS,152041,153426,reverse,,RL_RS33695,pRL120152,WP_011648943.1,1386,acetyl-CoA carboxylase biotin carboxylase subunit
RL_RS33695,NC_008378.1,gene,152041,153426,reverse,,RL_RS33695,pRL120152,WP_011648943.1,1386,
WP_017957430.1,NC_008378.1,CDS,153423,153665,reverse,,RL_RS33700,pRL120153,WP_017957430.1,243,acetyl-CoA carboxylase
RL_RS33700,NC_008378.1,gene,153423,153665,reverse,,RL_RS33700,pRL120153,WP_017957430.1,243,
WP_011648944.1,NC_008378.1,CDS,153684,154460,reverse,,RL_RS33705,pRL120154,WP_011648944.1,777,5-oxoprolinase subunit PxpA
RL_RS33705,NC_008378.1,gene,153684,154460,reverse,,RL_RS33705,pRL120154,WP_011648944.1,777,
WP_011648945.1,NC_008378.1,CDS,154712,155620,forward,,RL_RS33710,pRL120155,WP_011648945.1,909,LysR family transcriptional regulator
RL_RS33710,NC_008378.1,gene,154712,155620,forward,,RL_RS33710,pRL120155,WP_011648945.1,909,
WP_011648946.1,NC_008378.1,CDS,155971,156909,reverse,,RL_RS33715,pRL120157,WP_011648946.1,939,phosphotransferase family protein
RL_RS33715,NC_008378.1,gene,155971,156909,reverse,,RL_RS33715,pRL120157,WP_011648946.1,939,
WP_011648947.1,NC_008378.1,CDS,156921,157889,reverse,,RL_RS33720,pRL120158,WP_011648947.1,969,phosphotransferase
RL_RS33720,NC_008378.1,gene,156921,157889,reverse,,RL_RS33720,pRL120158,WP_011648947.1,969,
WP_011648948.1,NC_008378.1,CDS,157902,159188,reverse,,RL_RS33725,pRL120159,WP_011648948.1,1287,Zn-dependent hydrolase
RL_RS33725,NC_008378.1,gene,157902,159188,reverse,,RL_RS33725,pRL120159,WP_011648948.1,1287,
WP_011648949.1,NC_008378.1,CDS,159181,159945,reverse,,RL_RS33730,pRL120160,WP_011648949.1,765,DeoR/GlpR family DNA-binding transcription regulator
RL_RS33730,NC_008378.1,gene,159181,159945,reverse,,RL_RS33730,pRL120160,WP_011648949.1,765,
WP_011648950.1,NC_008378.1,CDS,160060,161883,reverse,,RL_RS33735,pRL120161,WP_011648950.1,1824,ABC transporter ATP-binding protein
RL_RS33735,NC_008378.1,gene,160060,161883,reverse,,RL_RS33735,pRL120161,WP_011648950.1,1824,
WP_041936983.1,NC_008378.1,CDS,161880,162803,reverse,,RL_RS33740,pRL120162,WP_041936983.1,924,ABC transporter permease
RL_RS33740,NC_008378.1,gene,161880,162803,reverse,,RL_RS33740,pRL120162,WP_041936983.1,924,
WP_003550298.1,NC_008378.1,CDS,162803,163783,reverse,,RL_RS33745,pRL120163,WP_003550298.1,981,ABC transporter permease
RL_RS33745,NC_008378.1,gene,162803,163783,reverse,,RL_RS33745,pRL120163,WP_003550298.1,981,
WP_011648952.1,NC_008378.1,CDS,163914,165497,reverse,,RL_RS33750,pRL120164,WP_011648952.1,1584,ABC transporter substrate-binding protein
RL_RS33750,NC_008378.1,gene,163914,165497,reverse,,RL_RS33750,pRL120164,WP_011648952.1,1584,
CDS,NC_008378.1,CDS,165828,165998,forward,,RL_RS40925,,,171,carboxymuconolactone decarboxylase family protein
RL_RS40925,NC_008378.1,pseudogene,165828,165998,forward,,RL_RS40925,,,171,
WP_011648953.1,NC_008378.1,CDS,166225,167235,reverse,,RL_RS33755,pRL120166,WP_011648953.1,1011,DUF4105 domain-containing protein
RL_RS33755,NC_008378.1,gene,166225,167235,reverse,,RL_RS33755,pRL120166,WP_011648953.1,1011,
WP_028742514.1,NC_008378.1,CDS,167491,168672,reverse,,RL_RS33760,pRL120167,WP_028742514.1,1182,MFS transporter
RL_RS33760,NC_008378.1,gene,167491,168672,reverse,,RL_RS33760,pRL120167,WP_028742514.1,1182,
WP_028742513.1,NC_008378.1,CDS,168831,169754,forward,,RL_RS33765,pRL120168,WP_028742513.1,924,LysR substrate-binding domain-containing protein
RL_RS33765,NC_008378.1,gene,168831,169754,forward,,RL_RS33765,pRL120168,WP_028742513.1,924,
WP_032983860.1,NC_008378.1,CDS,169881,170663,reverse,,RL_RS33770,pRL120169,WP_032983860.1,783,ABC transporter permease
RL_RS33770,NC_008378.1,gene,169881,170663,reverse,,RL_RS33770,pRL120169,WP_032983860.1,783,
WP_011648957.1,NC_008378.1,CDS,170669,171526,reverse,,RL_RS33775,pRL120170,WP_011648957.1,858,ABC transporter permease
RL_RS33775,NC_008378.1,gene,170669,171526,reverse,,RL_RS33775,pRL120170,WP_011648957.1,858,
WP_011648958.1,NC_008378.1,CDS,171523,172578,reverse,,RL_RS33780,pRL120171,WP_011648958.1,1056,ABC transporter ATP-binding protein
RL_RS33780,NC_008378.1,gene,171523,172578,reverse,,RL_RS33780,pRL120171,WP_011648958.1,1056,
WP_028742511.1,NC_008378.1,CDS,172686,173723,reverse,,RL_RS33785,pRL120172,WP_028742511.1,1038,ABC transporter substrate-binding protein
RL_RS33785,NC_008378.1,gene,172686,173723,reverse,,RL_RS33785,pRL120172,WP_028742511.1,1038,
WP_011648960.1,NC_008378.1,CDS,173811,174785,reverse,,RL_RS33790,pRL120173,WP_011648960.1,975,oxidoreductase
RL_RS33790,NC_008378.1,gene,173811,174785,reverse,,RL_RS33790,pRL120173,WP_011648960.1,975,
WP_026237200.1,NC_008378.1,CDS,174887,175999,forward,,RL_RS33795,pRL120174,WP_026237200.1,1113,winged helix-turn-helix transcriptional regulator
RL_RS33795,NC_008378.1,gene,174887,175999,forward,,RL_RS33795,pRL120174,WP_026237200.1,1113,
WP_011648962.1,NC_008378.1,CDS,176030,176959,forward,,RL_RS33800,pRL120175,WP_011648962.1,930,pseudouridine-5'-phosphate glycosidase
RL_RS33800,NC_008378.1,gene,176030,176959,forward,,RL_RS33800,pRL120175,WP_011648962.1,930,
WP_011648963.1,NC_008378.1,CDS,176981,177790,forward,,RL_RS33805,pRL120176,WP_011648963.1,810,enoyl-CoA hydratase/isomerase family protein
RL_RS33805,NC_008378.1,gene,176981,177790,forward,,RL_RS33805,pRL120176,WP_011648963.1,810,
WP_011648964.1,NC_008378.1,CDS,177801,179906,forward,,RL_RS33810,pRL120177,WP_011648964.1,2106,acetate--CoA ligase family protein
RL_RS33810,NC_008378.1,gene,177801,179906,forward,,RL_RS33810,pRL120177,WP_011648964.1,2106,
WP_011648965.1,NC_008378.1,CDS,179884,180882,reverse,,RL_RS33815,pRL120178,WP_011648965.1,999,nucleoside hydrolase
RL_RS33815,NC_008378.1,gene,179884,180882,reverse,,RL_RS33815,pRL120178,WP_011648965.1,999,
WP_011648966.1,NC_008378.1,CDS,180909,184379,reverse,,RL_RS33820,pRL120179,WP_011648966.1,3471,indolepyruvate ferredoxin oxidoreductase family protein
RL_RS33820,NC_008378.1,gene,180909,184379,reverse,,RL_RS33820,pRL120179,WP_011648966.1,3471,
WP_011648967.1,NC_008378.1,CDS,184380,185792,reverse,,RL_RS33825,pRL120180,WP_011648967.1,1413,FAD-binding oxidoreductase
RL_RS33825,NC_008378.1,gene,184380,185792,reverse,,RL_RS33825,pRL120180,WP_011648967.1,1413,
WP_011648968.1,NC_008378.1,CDS,185994,186749,forward,,RL_RS33830,pRL120181,WP_011648968.1,756,FadR family transcriptional regulator
RL_RS33830,NC_008378.1,gene,185994,186749,forward,,RL_RS33830,pRL120181,WP_011648968.1,756,
WP_222312295.1,NC_008378.1,CDS,186804,187778,forward,,RL_RS33835,pRL120182,WP_222312295.1,975,oxidoreductase
RL_RS33835,NC_008378.1,gene,186804,187778,forward,,RL_RS33835,pRL120182,WP_222312295.1,975,
WP_011648970.1,NC_008378.1,CDS,187936,189693,reverse,,RL_RS33840,pRL120183,WP_011648970.1,1758,aconitase X
RL_RS33840,NC_008378.1,gene,187936,189693,reverse,,RL_RS33840,pRL120183,WP_011648970.1,1758,
WP_041936984.1,NC_008378.1,CDS,189876,190172,reverse,,RL_RS33845,pRL120184,WP_041936984.1,297,hypothetical protein
RL_RS33845,NC_008378.1,gene,189876,190172,reverse,,RL_RS33845,pRL120184,WP_041936984.1,297,
WP_011648972.1,NC_008378.1,CDS,190618,191802,forward,,RL_RS33850,pRL120185,WP_011648972.1,1185,MFS transporter
RL_RS33850,NC_008378.1,gene,190618,191802,forward,,RL_RS33850,pRL120185,WP_011648972.1,1185,
WP_244432422.1,NC_008378.1,CDS,191960,192691,reverse,,RL_RS33855,pRL120186,WP_244432422.1,732,nitroreductase family protein
RL_RS33855,NC_008378.1,gene,191960,192691,reverse,,RL_RS33855,pRL120186,WP_244432422.1,732,
WP_011648974.1,NC_008378.1,CDS,192710,193939,reverse,,RL_RS33860,pRL120187,WP_011648974.1,1230,FAD-dependent oxidoreductase
RL_RS33860,NC_008378.1,gene,192710,193939,reverse,,RL_RS33860,pRL120187,WP_011648974.1,1230,
WP_011648975.1,NC_008378.1,CDS,194028,195569,forward,,RL_RS33865,pRL120188,WP_011648975.1,1542,sodium:proton antiporter
RL_RS33865,NC_008378.1,gene,194028,195569,forward,,RL_RS33865,pRL120188,WP_011648975.1,1542,
WP_011648976.1,NC_008378.1,CDS,195660,196718,reverse,,RL_RS33870,pRL120189,WP_011648976.1,1059,LacI family DNA-binding transcriptional regulator
RL_RS33870,NC_008378.1,gene,195660,196718,reverse,,RL_RS33870,pRL120189,WP_011648976.1,1059,
WP_003550853.1,NC_008378.1,CDS,196964,197947,forward,,RL_RS33875,pRL120191,WP_003550853.1,984,autoinducer 2 ABC transporter substrate-binding protein
RL_RS33875,NC_008378.1,gene,196964,197947,forward,,RL_RS33875,pRL120191,WP_003550853.1,984,
WP_011648977.1,NC_008378.1,CDS,198074,199588,forward,,RL_RS33880,pRL120192,WP_011648977.1,1515,sugar ABC transporter ATP-binding protein
RL_RS33880,NC_008378.1,gene,198074,199588,forward,,RL_RS33880,pRL120192,WP_011648977.1,1515,
WP_011648978.1,NC_008378.1,CDS,199581,200609,forward,,RL_RS33885,pRL120193,WP_011648978.1,1029,ABC transporter permease
RL_RS33885,NC_008378.1,gene,199581,200609,forward,,RL_RS33885,pRL120193,WP_011648978.1,1029,
WP_011648979.1,NC_008378.1,CDS,200609,201595,forward,,RL_RS33890,pRL120194,WP_011648979.1,987,ABC transporter permease
RL_RS33890,NC_008378.1,gene,200609,201595,forward,,RL_RS33890,pRL120194,WP_011648979.1,987,
WP_011648980.1,NC_008378.1,CDS,201607,202455,forward,,RL_RS33895,pRL120195,WP_011648980.1,849,sugar phosphate isomerase/epimerase
RL_RS33895,NC_008378.1,gene,201607,202455,forward,,RL_RS33895,pRL120195,WP_011648980.1,849,
WP_011648981.1,NC_008378.1,CDS,202765,203829,forward,fba,RL_RS33900,pRL120196,WP_011648981.1,1065,fructose-bisphosphate aldolase class II
fba,NC_008378.1,gene,202765,203829,forward,fba,RL_RS33900,pRL120196,WP_011648981.1,1065,
WP_011648982.1,NC_008378.1,CDS,203836,205587,reverse,,RL_RS33905,pRL120197,WP_011648982.1,1752,glycerol-3-phosphate dehydrogenase/oxidase
RL_RS33905,NC_008378.1,gene,203836,205587,reverse,,RL_RS33905,pRL120197,WP_011648982.1,1752,
WP_011648983.1,NC_008378.1,CDS,205625,207154,reverse,,RL_RS33910,pRL120198,WP_011648983.1,1530,carbohydrate kinase
RL_RS33910,NC_008378.1,gene,205625,207154,reverse,,RL_RS33910,pRL120198,WP_011648983.1,1530,
WP_003550840.1,NC_008378.1,CDS,207191,208033,reverse,,RL_RS33915,pRL120199,WP_003550840.1,843,DeoR/GlpR family DNA-binding transcription regulator
RL_RS33915,NC_008378.1,gene,207191,208033,reverse,,RL_RS33915,pRL120199,WP_003550840.1,843,
WP_003550839.1,NC_008378.1,CDS,208183,209130,reverse,,RL_RS33920,pRL120200,WP_003550839.1,948,D-ribose ABC transporter substrate-binding protein
RL_RS33920,NC_008378.1,gene,208183,209130,reverse,,RL_RS33920,pRL120200,WP_003550839.1,948,
WP_011648984.1,NC_008378.1,CDS,209242,210294,reverse,,RL_RS33925,pRL120201,WP_011648984.1,1053,ABC transporter permease
RL_RS33925,NC_008378.1,gene,209242,210294,reverse,,RL_RS33925,pRL120201,WP_011648984.1,1053,
WP_011648985.1,NC_008378.1,CDS,210316,211860,reverse,,RL_RS33930,pRL120202,WP_011648985.1,1545,sugar ABC transporter ATP-binding protein
RL_RS33930,NC_008378.1,gene,210316,211860,reverse,,RL_RS33930,pRL120202,WP_011648985.1,1545,
WP_003550825.1,NC_008378.1,CDS,211857,212513,reverse,,RL_RS33935,pRL120203,WP_003550825.1,657,DUF2291 domain-containing protein
RL_RS33935,NC_008378.1,gene,211857,212513,reverse,,RL_RS33935,pRL120203,WP_003550825.1,657,
WP_028742486.1,NC_008378.1,CDS,213272,214846,forward,,RL_RS33945,pRL120204,WP_028742486.1,1575,carbohydrate kinase
RL_RS33945,NC_008378.1,gene,213272,214846,forward,,RL_RS33945,pRL120204,WP_028742486.1,1575,
WP_011648987.1,NC_008378.1,CDS,214879,216390,forward,,RL_RS33950,pRL120205,WP_011648987.1,1512,glycerol-3-phosphate dehydrogenase
RL_RS33950,NC_008378.1,gene,214879,216390,forward,,RL_RS33950,pRL120205,WP_011648987.1,1512,
WP_011648988.1,NC_008378.1,CDS,216402,217334,forward,,RL_RS33955,pRL120206,WP_011648988.1,933,TIM barrel protein
