## Sat Mar 25 20:43:29 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Smeli:SMc02560	266834.SMc02560	7.7e-168	469.0	COG0745@1|root,COG0745@2|Bacteria,1MVCB@1224|Proteobacteria,2TR43@28211|Alphaproteobacteria,4B8E8@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	chvI	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	-	ko:K14981	ko02020,map02020	M00520	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
Smeli:SMc02562	266834.SMc02562	0.0	1091.0	COG1866@1|root,COG1866@2|Bacteria,1MWXN@1224|Proteobacteria,2TRC4@28211|Alphaproteobacteria,4B9RA@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA	pckA	GO:0003674,GO:0003824,GO:0004611,GO:0004612,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016829,GO:0016830,GO:0016831,GO:0019318,GO:0019319,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0071704,GO:1901576	4.1.1.49	ko:K01610	ko00010,ko00020,ko00620,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01130,map01200	M00003,M00170	R00341	RC00002,RC02741	ko00000,ko00001,ko00002,ko01000	-	-	-	PEPCK_ATP
Smeli:SMc02563	266834.SMc02563	1.13e-88	261.0	COG0216@1|root,COG0216@2|Bacteria,1R348@1224|Proteobacteria,2TZXT@28211|Alphaproteobacteria,4BP47@82115|Rhizobiaceae	28211|Alphaproteobacteria	J	RF-1 domain	-	-	-	ko:K15034	-	-	-	-	ko00000,ko03012	-	-	-	RF-1
Smeli:SMc02564	266834.SMc02564	1.06e-106	308.0	COG1652@1|root,COG1652@2|Bacteria,1RD8K@1224|Proteobacteria,2UEBE@28211|Alphaproteobacteria,4BN3H@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Lysin motif	-	-	-	-	-	-	-	-	-	-	-	-	BON,LysM
Smeli:SMc02566	266834.SMc02566	3.89e-151	424.0	COG3145@1|root,COG3145@2|Bacteria,1N5HB@1224|Proteobacteria,2U43K@28211|Alphaproteobacteria,4BMP7@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	2OG-Fe(II) oxygenase superfamily	alkB	-	1.14.11.33	ko:K03919	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	2OG-FeII_Oxy_2
Smeli:SMc02567	266834.SMc02567	4.37e-240	659.0	COG1072@1|root,COG1072@2|Bacteria,1MV3M@1224|Proteobacteria,2TS7E@28211|Alphaproteobacteria,4BAFW@82115|Rhizobiaceae	28211|Alphaproteobacteria	F	Pantothenic acid kinase	coaA	GO:0003674,GO:0003824,GO:0004594,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.33	ko:K00867	ko00770,ko01100,map00770,map01100	M00120	R02971,R03018,R04391	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PRK
Smeli:SMc02568	266834.SMc02568	4.35e-64	196.0	COG0140@1|root,COG0140@2|Bacteria,1MZEE@1224|Proteobacteria,2UBU3@28211|Alphaproteobacteria,4BFCH@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Phosphoribosyl-ATP	hisE	-	3.6.1.31	ko:K01523	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	PRA-PH
Smeli:SMc02569	266834.SMc02569	3.54e-182	507.0	COG0107@1|root,COG0107@2|Bacteria,1MUS0@1224|Proteobacteria,2TQXD@28211|Alphaproteobacteria,4B78D@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit	hisF	GO:0000107,GO:0003674,GO:0003824,GO:0016740,GO:0016757,GO:0016763	-	ko:K02500	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
Smeli:SMc02570	266834.SMc02570	2.59e-174	486.0	COG0106@1|root,COG0106@2|Bacteria,1MW6S@1224|Proteobacteria,2TRSG@28211|Alphaproteobacteria,4B9M6@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase	hisA	GO:0000105,GO:0000162,GO:0003674,GO:0003824,GO:0003949,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
Smeli:SMc02572	266834.SMc02572	1.57e-155	436.0	COG0118@1|root,COG0118@2|Bacteria,1MU4X@1224|Proteobacteria,2TTT4@28211|Alphaproteobacteria,4BBM9@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR	hisH	-	-	ko:K02501	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase
Smeli:SMc02573	266834.SMc02573	6.11e-106	306.0	2BXM2@1|root,331PK@2|Bacteria,1MUGN@1224|Proteobacteria,2UMKN@28211|Alphaproteobacteria,4BEDE@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2628)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2628
Smeli:SMc02574	266834.SMc02574	8.15e-142	400.0	COG0131@1|root,COG0131@2|Bacteria,1MWBS@1224|Proteobacteria,2TTVV@28211|Alphaproteobacteria,4B7X8@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	imidazoleglycerol-phosphate dehydratase	hisB	GO:0000105,GO:0003674,GO:0003824,GO:0004424,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.6.1.9,3.1.3.15,4.2.1.19	ko:K00817,ko:K01089,ko:K01693	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03013,R03243,R03457	RC00006,RC00017,RC00888,RC00932	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	IGPD
Smeli:SMc02575	266834.SMc02575	6.55e-126	358.0	COG5405@1|root,COG5405@2|Bacteria,1MVF2@1224|Proteobacteria,2TRRE@28211|Alphaproteobacteria,4B89D@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery	hslV	-	3.4.25.2	ko:K01419	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Proteasome
Smeli:SMc02576	266834.SMc02576	2.24e-127	361.0	COG1670@1|root,COG1670@2|Bacteria,1N5KX@1224|Proteobacteria,2UCAD@28211|Alphaproteobacteria,4BB9Y@82115|Rhizobiaceae	28211|Alphaproteobacteria	J	Siderophore biosynthesis protein domain	-	-	2.3.1.82	ko:K00663	-	-	-	-	ko00000,ko01000,ko01504	-	-	-	Acetyltransf_8
Smeli:SMc02577	266834.SMc02577	3.61e-303	828.0	COG1220@1|root,COG1220@2|Bacteria,1MVK9@1224|Proteobacteria,2TRXC@28211|Alphaproteobacteria,4B7G7@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	-	-	ko:K03667	-	-	-	-	ko00000,ko03110	-	-	-	AAA_2,ClpB_D2-small
Smeli:SMc02578	266834.SMc02578	2.22e-230	634.0	COG0741@1|root,COG0741@2|Bacteria,1P63J@1224|Proteobacteria,2TU1Q@28211|Alphaproteobacteria,4B8MT@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Protein of unknown function (DUF1402)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1402
Smeli:SMc02579	266834.SMc02579	0.0	951.0	COG2124@1|root,COG2124@2|Bacteria,1MV75@1224|Proteobacteria,2TSV7@28211|Alphaproteobacteria,4B7QI@82115|Rhizobiaceae	28211|Alphaproteobacteria	Q	cytochrome P450	p450	-	-	-	-	-	-	-	-	-	-	-	p450
Smeli:SMc02580	266834.SMc02580	0.0	1261.0	COG0145@1|root,COG0145@2|Bacteria,1MU2Y@1224|Proteobacteria,2TRBN@28211|Alphaproteobacteria,4BC58@82115|Rhizobiaceae	28211|Alphaproteobacteria	EQ	Hydantoinase/oxoprolinase N-terminal region	-	-	-	-	-	-	-	-	-	-	-	-	Hydant_A_N,Hydantoinase_A
Smeli:SMc02581	266834.SMc02581	0.0	1444.0	COG2225@1|root,COG2225@2|Bacteria,1MVEV@1224|Proteobacteria,2TS9R@28211|Alphaproteobacteria,4B7DW@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA	glcB	-	2.3.3.9	ko:K01638	ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200	M00012	R00472	RC00004,RC00308,RC02747	ko00000,ko00001,ko00002,ko01000	-	-	-	Malate_synthase
Smeli:SMc02582	266834.SMc02582	2.54e-210	580.0	COG1376@1|root,COG1376@2|Bacteria,1MVYT@1224|Proteobacteria,2U055@28211|Alphaproteobacteria,4BM6R@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	YkuD
Smeli:SMc02583	266834.SMc02583	3.71e-122	348.0	COG5321@1|root,COG5321@2|Bacteria,1RF4E@1224|Proteobacteria,2U8KT@28211|Alphaproteobacteria,4BA6M@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	DNA repair protein MmcB-like	-	-	-	-	-	-	-	-	-	-	-	-	MmcB-like
Smeli:SMc02584	266834.SMc02584	1.03e-131	374.0	COG4567@1|root,COG4567@2|Bacteria,1RD7J@1224|Proteobacteria,2TSK7@28211|Alphaproteobacteria,4B947@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain	actR	-	-	ko:K15012	ko02020,map02020	M00523	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	HTH_8,Response_reg
Smeli:SMc02585	266834.SMc02585	8.47e-301	822.0	COG0642@1|root,COG0642@2|Bacteria,1QU3Y@1224|Proteobacteria,2TVYH@28211|Alphaproteobacteria,4B7BU@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	Histidine kinase	regB	-	2.7.13.3	ko:K15011	ko02020,map02020	M00523	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA
Smeli:SMc02586	266834.SMc02586	0.0	1579.0	COG1643@1|root,COG1643@2|Bacteria,1MUEQ@1224|Proteobacteria,2TRMJ@28211|Alphaproteobacteria,4B7HZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	ATP-dependent helicase	hrpB	-	3.6.4.13	ko:K03579	-	-	-	-	ko00000,ko01000	-	-	-	DEAD,HA2,Helicase_C,HrpB_C
Smeli:SMc02587	266834.SMc02587	1.28e-155	437.0	COG4136@1|root,COG4136@2|Bacteria,1RA88@1224|Proteobacteria,2U67D@28211|Alphaproteobacteria,4BE3P@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	ATPases associated with a variety of cellular activities	ynjD	-	-	ko:K05779	-	M00192	-	-	ko00000,ko00002,ko02000	-	-	-	ABC_tran
Smeli:SMc02588	266834.SMc02588	0.0	1043.0	COG4135@1|root,COG4135@2|Bacteria,1MV6R@1224|Proteobacteria,2TTXW@28211|Alphaproteobacteria,4B74K@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	transport system, permease component	ynjC	-	-	ko:K05778	-	M00192	-	-	ko00000,ko00002,ko02000	-	-	-	BPD_transp_1
Smeli:SMc02589	266834.SMc02589	9.83e-301	819.0	COG4134@1|root,COG4134@2|Bacteria,1MWJ7@1224|Proteobacteria,2TSU7@28211|Alphaproteobacteria,4BCI6@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Bacterial extracellular solute-binding protein	ynjB	-	-	ko:K02055,ko:K05777	ko02024,map02024	M00192,M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	SBP_bac_8
Smeli:SMc02590	266834.SMc02590	1.16e-303	829.0	2C34B@1|root,2Z9S9@2|Bacteria,1P32V@1224|Proteobacteria,2UPBX@28211|Alphaproteobacteria,4BEB0@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02591	266834.SMc02591	2.8e-124	354.0	2DWFV@1|root,3404Z@2|Bacteria,1NXG2@1224|Proteobacteria,2UTA1@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02592	266834.SMc02592	2.34e-134	381.0	2EDIH@1|root,337EF@2|Bacteria,1ND6G@1224|Proteobacteria,2UPI2@28211|Alphaproteobacteria,4BHE9@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02593	266834.SMc02593	2.94e-148	417.0	2E10K@1|root,32WGP@2|Bacteria,1N48R@1224|Proteobacteria,2UMHB@28211|Alphaproteobacteria,4BHD3@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02594	266834.SMc02594	1.77e-164	459.0	COG0212@1|root,COG0212@2|Bacteria,1RAZI@1224|Proteobacteria,2U6UH@28211|Alphaproteobacteria,4BF5H@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	5-formyltetrahydrofolate cyclo-ligase family	-	-	-	-	-	-	-	-	-	-	-	-	5-FTHF_cyc-lig
Smeli:SMc02595	266834.SMc02595	7.11e-294	802.0	COG0626@1|root,COG0626@2|Bacteria,1MU57@1224|Proteobacteria,2TW14@28211|Alphaproteobacteria,4BARX@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	methionine gamma-lyase	metB	-	2.5.1.48	ko:K01739	ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230	M00017	R00999,R01288,R02508,R03217,R03260,R04944,R04945,R04946	RC00020,RC00056,RC00069,RC00420,RC02848,RC02866	ko00000,ko00001,ko00002,ko01000	-	-	-	Cys_Met_Meta_PP
Smeli:SMc02596	266834.SMc02596	5.28e-201	556.0	COG0583@1|root,COG0583@2|Bacteria,1MXXA@1224|Proteobacteria,2U1U3@28211|Alphaproteobacteria,4BDXF@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
Smeli:SMc04463	266834.SMc04463	8.34e-83	244.0	COG0662@1|root,COG0662@2|Bacteria,1RHWU@1224|Proteobacteria,2UA4V@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	mannose-6-phosphate isomerase	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
Smeli:SMc02600	266834.SMc02600	4.92e-265	727.0	COG3448@1|root,COG3448@2|Bacteria,1MXJG@1224|Proteobacteria,2U4U4@28211|Alphaproteobacteria,4BAR8@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	CBS-domain-containing membrane protein	-	-	-	ko:K07168	-	-	-	-	ko00000	-	-	-	CBS,HPP
Smeli:SMc02604	266834.SMc02604	8.88e-216	596.0	COG0190@1|root,COG0190@2|Bacteria,1MWU4@1224|Proteobacteria,2TRZZ@28211|Alphaproteobacteria,4B8EN@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate	folD	GO:0003674,GO:0003824,GO:0004477,GO:0004488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006730,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0019238,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0055114	1.5.1.5,3.5.4.9	ko:K01491	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R01220,R01655	RC00202,RC00578	ko00000,ko00001,ko00002,ko01000	-	-	-	THF_DHG_CYH,THF_DHG_CYH_C
Smeli:SMc02605	266834.SMc02605	6.9e-124	353.0	COG4583@1|root,COG4583@2|Bacteria,1NM3J@1224|Proteobacteria,2US74@28211|Alphaproteobacteria,4BNN6@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Sarcosine oxidase, gamma subunit family	-	-	1.5.3.1	ko:K00305	ko00260,ko01100,map00260,map01100	-	R00610	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	SoxG
Smeli:SMc02606	266834.SMc02606	0.0	1968.0	COG0404@1|root,COG0446@1|root,COG0404@2|Bacteria,COG0446@2|Bacteria,1MVEK@1224|Proteobacteria,2TTD7@28211|Alphaproteobacteria,4B9C6@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Belongs to the GcvT family	soxA2	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	1.5.3.1	ko:K00302	ko00260,ko01100,map00260,map01100	-	R00610	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	FAD_oxidored,Fer2_4,GCV_T,GCV_T_C,Pyr_redox_2
Smeli:SMc02607	266834.SMc02607	3.57e-65	197.0	COG4311@1|root,COG4311@2|Bacteria,1N8ED@1224|Proteobacteria,2UFIN@28211|Alphaproteobacteria,4BGJJ@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	sarcosine oxidase	soxD2	-	1.5.3.1,1.5.99.5	ko:K00304,ko:K22085	ko00260,ko00680,ko01100,ko01120,map00260,map00680,map01100,map01120	-	R00609,R00610	RC00060,RC00190,RC00557	ko00000,ko00001,ko01000	-	-	-	SoxD
Smeli:SMc02608	266834.SMc02608	1.37e-311	847.0	COG0665@1|root,COG0665@2|Bacteria,1MVM6@1224|Proteobacteria,2TRM7@28211|Alphaproteobacteria,4B97I@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Sarcosine oxidase subunit beta	soxB1	-	1.5.3.1,1.5.99.5	ko:K00303,ko:K22084	ko00260,ko00680,ko01100,ko01120,map00260,map00680,map01100,map01120	-	R00609,R00610	RC00060,RC00190,RC00557	ko00000,ko00001,ko01000	-	-	-	DAO
Smeli:SMc02609	266834.SMc02609	5.25e-233	641.0	COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2TS7I@28211|Alphaproteobacteria,4B9BP@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	glxA	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI,HTH_18
Smeli:SMc02610	266834.SMc02610	9.72e-227	625.0	COG0034@1|root,COG0034@2|Bacteria,1MWHP@1224|Proteobacteria,2U06H@28211|Alphaproteobacteria,4BB6A@82115|Rhizobiaceae	28211|Alphaproteobacteria	F	Glutamine amidotransferase domain	glxB	-	2.1.1.21	ko:K22081	ko00680,ko01120,map00680,map01120	-	R01586	RC00554	ko00000,ko00001,ko01000	-	-	-	GATase_6
Smeli:SMc02611	266834.SMc02611	2.44e-110	323.0	COG2218@1|root,COG2218@2|Bacteria,1MUUQ@1224|Proteobacteria,2TSRA@28211|Alphaproteobacteria,4B7PT@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	GXGXG motif	glxC	-	2.1.1.21	ko:K22082	ko00680,ko01120,map00680,map01120	-	R01586	RC00554	ko00000,ko00001,ko01000	-	-	-	GXGXG
Smeli:SMc02612	266834.SMc02612	0.0	888.0	COG0069@1|root,COG0069@2|Bacteria,1MU7B@1224|Proteobacteria,2TRWC@28211|Alphaproteobacteria,4B7GN@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Belongs to the glutamate synthase family	glxD	-	2.1.1.21	ko:K22083	ko00680,ko01120,map00680,map01120	-	R01586	RC00554	ko00000,ko00001,ko01000	-	-	-	Glu_synthase
Smeli:SMc02613	266834.SMc02613	0.0	903.0	COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TTWE@28211|Alphaproteobacteria,4BABG@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	glutamine synthetase	glnT	-	6.3.1.2,6.3.4.12	ko:K01915,ko:K01949	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C
Smeli:SMc02614	266834.SMc02614	4.17e-55	172.0	2E7VB@1|root,332A5@2|Bacteria,1N7QE@1224|Proteobacteria,2UHEW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02615	266834.SMc02615	7.11e-172	480.0	2E5NH@1|root,330DA@2|Bacteria,1NAPM@1224|Proteobacteria,2UDT2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02616	266834.SMc02616	0.0	926.0	COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,2TUN5@28211|Alphaproteobacteria,4BMMZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	P	Amino acid permease	-	-	-	ko:K03294,ko:K16238	-	-	-	-	ko00000,ko02000	2.A.3.2,2.A.3.5	-	-	AA_permease,AA_permease_2
Smeli:SMc02617	266834.SMc02617	4.04e-29	103.0	2ENR6@1|root,33GCE@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02618	266834.SMc02618	1.02e-85	252.0	2E0FK@1|root,32W1S@2|Bacteria,1N21G@1224|Proteobacteria,2UBY0@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02619	266834.SMc02619	1.66e-67	204.0	2BYQZ@1|root,3300Y@2|Bacteria,1NBAP@1224|Proteobacteria,2UFDX@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc02620	266834.SMc02620	1.23e-170	476.0	COG1396@1|root,COG3837@1|root,COG1396@2|Bacteria,COG3837@2|Bacteria,1MVQY@1224|Proteobacteria,2U070@28211|Alphaproteobacteria,4B93Z@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_3,HTH_31
