new.locus.tag,KEGG_ko,Name_description
SM_RS02260,K03217,"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase"
SM_RS02265,K03536,rnpA; ribonuclease P protein component [EC:3.1.26.5]
SM_RS02270,K02914,"RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34"
SM_RS02275,K03406,mcp; methyl-accepting chemotaxis protein
SM_RS02280,,
SM_RS02285,,
SM_RS02290,,
SM_RS02300,,
SM_RS02305,,
SM_RS02310,,
SM_RS02315,K00101,lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
SM_RS02320,,
SM_RS02325,,
SM_RS02335,K21449,"ata, sadA, emaA; trimeric autotransporter adhesin"
SM_RS02340,,
SM_RS02345,,
SM_RS02350,K19055,"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]"
SM_RS02355,,
SM_RS02360,,
SM_RS02365,,
SM_RS02370,,
SM_RS02375,K13821,"putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
SM_RS02380,K06940,K06940; uncharacterized protein
SM_RS02385,K03651,"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
SM_RS02390,,
SM_RS02395,,
SM_RS02400,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS02405,K10914,"crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
SM_RS02410,K15977,K15977; putative oxidoreductase
SM_RS02415,K02431,"fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]"
SM_RS02420,,
SM_RS02425,K10552,frcB; fructose transport system substrate-binding protein
SM_RS02430,K10553,frcC; fructose transport system permease protein
SM_RS02435,K10554,frcA; fructose transport system ATP-binding protein
SM_RS02440,,
SM_RS02445,K01465,"URA4, pyrC; dihydroorotase [EC:3.5.2.3]"
SM_RS02450,K00762,pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
SM_RS02455,K00847,"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
SM_RS02460,K01810,"GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
SM_RS02465,K01897,"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
SM_RS02470,K19577,"ydhP; MFS transporter, DHA1 family, inner membrane transport protein"
SM_RS02475,,
SM_RS02480,,
SM_RS02485,,
SM_RS02490,K00981,"E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]"
SM_RS02495,K10938,acfC; accessory colonization factor AcfC
SM_RS02500,,
SM_RS02505,,
SM_RS02510,,
SM_RS02525,,
SM_RS02530,,
SM_RS02535,,
SM_RS02540,,
SM_RS02545,K06922,K06922; uncharacterized protein
SM_RS02550,K07445,K07445; putative DNA methylase
SM_RS02555,,
SM_RS02560,,
SM_RS02565,,
SM_RS02570,K21498,higA-1; antitoxin HigA-1
SM_RS02580,K00459,"ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]"
SM_RS02585,,
SM_RS02590,K22468,ppk2; polyphosphate kinase [EC:2.7.4.34]
SM_RS02595,K07636,"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
SM_RS02600,K02040,pstS; phosphate transport system substrate-binding protein
SM_RS02610,K02038,pstA; phosphate transport system permease protein
SM_RS02615,K02036,pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]
SM_RS02620,K02039,phoU; phosphate transport system protein
SM_RS02625,K07657,"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
SM_RS02630,K13583,gcrA; GcrA cell cycle regulator
SM_RS02640,K00821,argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
SM_RS02645,K00611,"OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]"
SM_RS02650,K04083,hslO; molecular chaperone Hsp33
SM_RS02655,K06195,apaG; ApaG protein
SM_RS02660,,
SM_RS02665,K10764,metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]
SM_RS02670,K01494,dcd; dCTP deaminase [EC:3.5.4.13]
SM_RS02680,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS02685,,
SM_RS02690,,
SM_RS02695,,
SM_RS02700,,
SM_RS02705,K07300,"chaA, CAX; Ca2+:H+ antiporter"
SM_RS02710,,
SM_RS02715,,
SM_RS02720,K01782,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
SM_RS02725,K00626,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
SM_RS02730,K20035,dmdC; 3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]
SM_RS02735,K13582,podJ; localization factor PodJL
SM_RS02740,K07090,K07090; uncharacterized protein
SM_RS02745,,
SM_RS02750,,
SM_RS02755,K06953,K06953; uncharacterized protein
SM_RS02760,K03724,lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.13 5.6.2.4]
SM_RS02765,,
SM_RS02770,,
SM_RS02775,,
SM_RS02780,,
SM_RS02785,,
SM_RS02790,,
SM_RS02795,K03327,"TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family"
SM_RS02800,K00254,"DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]"
SM_RS02805,,
SM_RS02810,,
SM_RS02815,,
SM_RS02820,,
SM_RS02825,K03282,mscL; large conductance mechanosensitive channel
SM_RS02830,,
SM_RS02835,K01784,"galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]"
SM_RS02840,K04782,pchB; isochorismate pyruvate lyase [EC:4.2.99.21]
SM_RS02845,K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
SM_RS02850,K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
SM_RS02855,K01451,hipO; hippurate hydrolase [EC:3.5.1.32]
SM_RS02860,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS02865,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS02870,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS02875,K02028,ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
SM_RS02880,,
SM_RS02885,K12252,aruH; arginine:pyruvate transaminase [EC:2.6.1.84]
SM_RS02890,K01652,"E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"
SM_RS02895,,
SM_RS02900,K12257,secDF; SecD/SecF fusion protein
SM_RS02905,,
SM_RS02910,,
SM_RS02915,K06041,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"
SM_RS02920,K07265,"kpsS, lipB; capsular polysaccharide export protein"
SM_RS02925,,
SM_RS02930,,
SM_RS02935,,
SM_RS02940,,
SM_RS02945,K01991,"wza, gfcE; polysaccharide biosynthesis/export protein"
SM_RS02950,K08281,pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
SM_RS02955,K00763,"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]"
SM_RS02970,,
SM_RS02975,,
SM_RS02980,,
SM_RS02985,K22348,moxA; manganese oxidase [EC:1.16.3.3]
SM_RS02990,,
SM_RS02995,,
SM_RS03000,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS03005,,
SM_RS03015,K03469,"rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]"
SM_RS03020,,
SM_RS03030,,
SM_RS03040,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]"
SM_RS03045,K01154,"hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]"
SM_RS03050,K03427,hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
SM_RS03055,,
SM_RS03065,,
SM_RS31675,,
SM_RS31680,,
SM_RS03075,,
SM_RS03080,K07497,K07497; putative transposase
SM_RS03090,,
SM_RS03095,K00790,murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
SM_RS03100,,
SM_RS03105,K00013,hisD; histidinol dehydrogenase [EC:1.1.1.23]
SM_RS03110,,
SM_RS03115,,
SM_RS03120,K02518,infA; translation initiation factor IF-1
SM_RS03125,K06287,yhdE; nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]
SM_RS03130,K09862,K09862; uncharacterized protein
SM_RS03140,K09803,K09803; uncharacterized protein
SM_RS03145,,
SM_RS03150,,
SM_RS03160,,
SM_RS03165,,
SM_RS03170,,
SM_RS03175,,
SM_RS03180,,
SM_RS03185,,
SM_RS03190,,
SM_RS03195,K01820,rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
SM_RS03200,,
SM_RS03205,,
SM_RS03210,K10559,rhaS; rhamnose transport system substrate-binding protein
SM_RS03215,K10562,rhaT; rhamnose transport system ATP-binding protein [EC:7.5.2.-]
SM_RS03220,K10560,rhaP; rhamnose transport system permease protein
SM_RS03225,K10561,rhaQ; rhamnose transport system permease protein
SM_RS03230,K03534,rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
SM_RS03235,,
SM_RS03240,K03406,mcp; methyl-accepting chemotaxis protein
SM_RS03245,K03409,cheX; chemotaxis protein CheX
SM_RS03250,K03413,"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
SM_RS03255,K03407,"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
SM_RS03260,K03408,cheW; purine-binding chemotaxis protein CheW
SM_RS03265,K00575,cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
SM_RS03270,K03412,"cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
SM_RS03275,K03413,"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"
SM_RS03280,K03411,cheD; chemotaxis protein CheD [EC:3.5.1.44]
SM_RS03285,,
SM_RS03290,K02409,fliF; flagellar M-ring protein FliF
SM_RS03295,,
SM_RS03300,,
SM_RS03305,,
SM_RS03310,K02401,flhB; flagellar biosynthesis protein FlhB
SM_RS03315,K02410,fliG; flagellar motor switch protein FliG
SM_RS03320,K02417,fliN; flagellar motor switch protein FliN
SM_RS03325,K02416,fliM; flagellar motor switch protein FliM
SM_RS03330,K02556,motA; chemotaxis protein MotA
SM_RS03335,,
SM_RS03340,K02391,flgF; flagellar basal-body rod protein FlgF
SM_RS03345,K02412,fliI; flagellum-specific ATP synthase [EC:7.4.2.8]
SM_RS03350,,
SM_RS03355,K02387,flgB; flagellar basal-body rod protein FlgB
SM_RS03360,K02388,flgC; flagellar basal-body rod protein FlgC
SM_RS03365,K02408,fliE; flagellar hook-basal body complex protein FliE
SM_RS03370,K02392,flgG; flagellar basal-body rod protein FlgG
SM_RS03375,K02386,flgA; flagellar basal body P-ring formation protein FlgA
SM_RS03380,K02394,flgI; flagellar P-ring protein FlgI
SM_RS03385,,
SM_RS03390,K02393,flgH; flagellar L-ring protein FlgH
SM_RS03395,K02415,fliL; flagellar protein FliL
SM_RS03400,K02419,fliP; flagellar biosynthesis protein FliP
SM_RS03405,K02406,"fliC, hag; flagellin"
SM_RS03410,K02406,"fliC, hag; flagellin"
SM_RS03415,K02406,"fliC, hag; flagellin"
SM_RS03420,K02406,"fliC, hag; flagellin"
SM_RS03425,,
SM_RS03430,K02557,motB; chemotaxis protein MotB
SM_RS03435,K10564,motC; chemotaxis protein MotC
SM_RS03440,K10565,motD; chemotaxis protein MotD
SM_RS03445,,
SM_RS03450,K21603,"ftcR; two-component system, OmpR family, flagellar system response regulator FtcR"
SM_RS03455,K02390,flgE; flagellar hook protein FlgE
SM_RS03460,K02396,flgK; flagellar hook-associated protein 1
SM_RS03465,K02397,flgL; flagellar hook-associated protein 3 FlgL
SM_RS03470,K06602,flaF; flagellar biosynthesis activator protein FlaF
SM_RS03475,K06601,flbT; flagellar biosynthesis repressor protein FlbT
SM_RS03480,K02389,flgD; flagellar basal-body rod modification protein FlgD
SM_RS03485,K02420,fliQ; flagellar biosynthesis protein FliQ
SM_RS03490,K02400,flhA; flagellar biosynthesis protein FlhA
SM_RS03495,K02421,fliR; flagellar biosynthesis protein FliR
SM_RS03500,,
SM_RS03505,K02395,flgJ; peptidoglycan hydrolase FlgJ
SM_RS03510,,
SM_RS03515,,
SM_RS03520,,
SM_RS03525,K01491,folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
SM_RS03530,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS03535,K10232,"aglE, ggtB; alpha-glucoside transport system substrate-binding protein"
SM_RS03540,K10233,"aglF, ggtC; alpha-glucoside transport system permease protein"
SM_RS03545,K10234,"aglG, ggtD; alpha-glucoside transport system permease protein"
SM_RS03550,K01187,malZ; alpha-glucosidase [EC:3.2.1.20]
SM_RS03555,K10235,aglK; alpha-glucoside transport system ATP-binding protein
SM_RS03560,,
SM_RS03565,K07495,K07495; putative transposase
SM_RS03570,K01690,edd; phosphogluconate dehydratase [EC:4.2.1.12]
SM_RS03575,K01057,"PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"
SM_RS03580,K00036,"G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
SM_RS03585,K09471,"puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]"
SM_RS03590,K01915,"glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
SM_RS03595,,
SM_RS03600,K03406,mcp; methyl-accepting chemotaxis protein
SM_RS03610,,
SM_RS03615,,
SM_RS03620,K01637,"E4.1.3.1, aceA; isocitrate lyase [EC:4.1.3.1]"
SM_RS03625,K07110,"ramB; XRE family transcriptional regulator, fatty acid utilization regulator"
SM_RS03630,K11073,"potF, spuD, spuE; putrescine transport system substrate-binding protein"
SM_RS03635,K11076,"potG, spuF; putrescine transport system ATP-binding protein [EC:7.6.2.16]"
SM_RS03640,K11075,"potH, spuG; putrescine transport system permease protein"
SM_RS03645,K11074,"potI, spuH; putrescine transport system permease protein"
SM_RS03650,K07289,asmA; AsmA protein
SM_RS03655,K01907,"AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]"
SM_RS03660,K02011,"afuB, fbpB; iron(III) transport system permease protein"
SM_RS03665,,
SM_RS03670,,
SM_RS03680,,
SM_RS03685,,
SM_RS03690,,
SM_RS03695,K00140,"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"
SM_RS03700,,
SM_RS03705,,
SM_RS03710,K02012,"afuA, fbpA; iron(III) transport system substrate-binding protein"
SM_RS03715,K13772,"rirA; Rrf2 family transcriptional regulator, iron-responsive regulator"
SM_RS03720,K12368,dppA; dipeptide transport system substrate-binding protein
SM_RS03725,K12369,dppB; dipeptide transport system permease protein
SM_RS03730,K12370,dppC; dipeptide transport system permease protein
SM_RS03735,K12371,dppD; dipeptide transport system ATP-binding protein
SM_RS03740,K12372,dppF; dipeptide transport system ATP-binding protein
SM_RS03745,,
SM_RS31220,,
SM_RS03750,,
SM_RS03755,,
SM_RS03765,,
SM_RS03780,K26064,amaD; D-lysine oxidase
SM_RS03785,,
SM_RS03790,K07507,mgtC; putative Mg2+ transporter-C (MgtC) family protein
SM_RS03795,,
SM_RS03800,,
SM_RS03805,,
SM_RS03815,,
SM_RS03820,,
SM_RS03825,,
SM_RS03830,,
SM_RS03840,,
SM_RS03845,K07240,chrA; chromate transporter
SM_RS03850,,
SM_RS03865,K01524,"ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
SM_RS03870,K02427,"rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]"
SM_RS03875,,
SM_RS03880,,
SM_RS03885,,
SM_RS03890,K00088,"IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]"
SM_RS03895,,
SM_RS03900,K01061,E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
SM_RS03905,K04761,"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
SM_RS03910,K03781,"katE, CAT, catB, srpA; catalase [EC:1.11.1.6]"
SM_RS03915,,
SM_RS03920,,
SM_RS03925,K19166,higB; mRNA interferase HigB [EC:3.1.-.-]
SM_RS03930,K18831,higA; HTH-type transcriptional regulator / antitoxin HigA
SM_RS03935,,
SM_RS03940,K01919,gshA; glutamate--cysteine ligase [EC:6.3.2.2]
SM_RS03945,K09761,rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
SM_RS03950,K03306,"TC.PIT; inorganic phosphate transporter, PiT family"
SM_RS03955,,
SM_RS03960,K05799,"pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
SM_RS03965,,
SM_RS03970,,
SM_RS03975,K00104,glcD; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]
SM_RS03980,K11472,glcE; glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]
SM_RS03985,K11473,glcF; glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]
SM_RS03990,,
SM_RS03995,,
SM_RS04000,K01246,tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
SM_RS04005,K03457,"TC.NCS1; nucleobase:cation symporter-1, NCS1 family"
SM_RS04010,,
SM_RS04015,,
SM_RS04020,K01892,"HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]"
SM_RS04025,K02502,hisZ; ATP phosphoribosyltransferase regulatory subunit
SM_RS04030,K00765,hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
SM_RS04035,K11209,"yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]"
SM_RS04040,K00529,hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
SM_RS04045,K04077,"groEL, HSPD1; chaperonin GroEL [EC:5.6.1.7]"
SM_RS04050,K04078,"groES, HSPE1; chaperonin GroES"
SM_RS04055,,
SM_RS04060,,
SM_RS04065,K11753,ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]
SM_RS04070,K01870,"IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]"
SM_RS04075,,
SM_RS04080,,
SM_RS04085,K11991,tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]
SM_RS04090,K06178,rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
SM_RS04095,K08316,rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
SM_RS04100,K07001,K07001; NTE family protein
SM_RS04105,K19686,vapC; ribonuclease VapC [EC:3.1.-.-]
SM_RS04110,K19687,vapB; antitoxin VapB
SM_RS04115,K03455,"TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family"
SM_RS04120,K03592,pmbA; PmbA protein
SM_RS04125,K01092,"E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
SM_RS04130,,
SM_RS04135,K02527,"kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"
SM_RS04140,K01091,gph; phosphoglycolate phosphatase [EC:3.1.3.18]
SM_RS04145,K00912,lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
SM_RS04155,,
SM_RS04160,K03572,mutL; DNA mismatch repair protein MutL
SM_RS04165,,
SM_RS04170,,
SM_RS04175,,
SM_RS04180,K14083,mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
SM_RS04185,,
SM_RS04195,K22216,ilvD1; dehydratase ilvD1
SM_RS04200,K22217,K22217; sugar lactone lactonase
SM_RS04205,K01631,dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
SM_RS04210,K00883,dgoK; 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]
SM_RS04215,K22215,galD; galactose dehydrogenase [EC:1.1.1.48 1.1.1.120]
SM_RS04220,,
SM_RS04225,,
SM_RS04230,,
SM_RS04235,K03593,"mrp, NUBPL; ATP-binding protein involved in chromosome partitioning"
SM_RS04240,K03284,corA; magnesium transporter
SM_RS04245,K03549,kup; KUP system potassium uptake protein
SM_RS04250,,
SM_RS04255,K02116,atpI; ATP synthase protein I
SM_RS04260,K02108,"ATPF0A, atpB; F-type H+-transporting ATPase subunit a"
SM_RS04265,K02110,"ATPF0C, atpE; F-type H+-transporting ATPase subunit c"
SM_RS04270,K02109,"ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
SM_RS04275,K02109,"ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
SM_RS04280,K03470,rnhB; ribonuclease HII [EC:3.1.26.4]
SM_RS04285,,
SM_RS04290,,
SM_RS04295,,
SM_RS04300,K03638,moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]
SM_RS04305,K00919,ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
SM_RS04310,,
SM_RS04315,K02523,ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
SM_RS04320,,
SM_RS04325,,
SM_RS04330,,
SM_RS04335,,
SM_RS04340,K01878,glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]
SM_RS04345,,
SM_RS04350,K03744,lemA; LemA protein
SM_RS04355,,
SM_RS04360,K01879,glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]
SM_RS04365,,
SM_RS04370,,
SM_RS04375,K01945,purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
SM_RS04380,K20966,mbaA; c-di-GMP phosphodiesterase [EC:3.1.4.52]
SM_RS04385,K11069,potD; spermidine/putrescine transport system substrate-binding protein
SM_RS04390,K08223,"fsr; MFS transporter, FSR family, fosmidomycin resistance protein"
SM_RS04395,,
SM_RS04400,K07274,"mipA, ompV; MipA family protein"
SM_RS04405,K03179,ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
SM_RS04410,,
SM_RS04415,,
SM_RS04420,,
SM_RS04425,K07566,"tsaC, rimN, SUA5, YRDC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]"
SM_RS04430,,
SM_RS04435,K00479,"gbcA, bmoA; glycine betaine monooxygenase A [EC:1.14.13.251]"
SM_RS04440,K21832,"gbcB, bmoB; glycine betaine monooxygenase B [EC:1.14.13.251]"
SM_RS04445,,
SM_RS04450,,
SM_RS04455,K16074,zntB; zinc transporter
SM_RS04460,K20035,dmdC; 3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]
SM_RS04465,,
SM_RS04475,K03406,mcp; methyl-accepting chemotaxis protein
SM_RS04480,K03215,rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
SM_RS04485,K06442,tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]
SM_RS04490,K01662,dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
SM_RS04495,,
SM_RS04500,K03602,xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
SM_RS04505,,
SM_RS04510,,
SM_RS04515,K07107,ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
SM_RS04520,K00626,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
SM_RS04525,,
SM_RS04530,K03523,bioY; biotin transport system substrate-specific component
SM_RS04535,K16783,bioN; biotin transport system permease protein
SM_RS04540,K16784,bioM; biotin transport system ATP-binding protein [EC:7.6.2.-]
SM_RS04545,K09927,K09927; uncharacterized protein
SM_RS04550,K03568,tldD; TldD protein
SM_RS04555,K07258,"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"
SM_RS04560,,
SM_RS04565,K00275,"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"
SM_RS04570,,
SM_RS04575,,
SM_RS04580,K00208,fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
